상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
코빈 짜임 니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512399&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bGl3UFw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002262.jpg?1742289443,,29800,,3,"연베이지, 그린, 네이비",0,TOP > 베스트
[1+1]어텀컬러 단추니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510640&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=a2l3UF0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002132.gif?1730362945,29600,26700,10,561,,0,TOP > 베스트
윈클 박시 집업 조끼,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512567&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bm18W11G,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002312.jpg?1744365605,,33000,,0,"블랙, 진베이지",0,TOP > 베스트
피츠넛 배색니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=503573&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=Zm53UF8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080001762.gif?1648793993,,33000,,397,"아이보리,크림, 네이비",0,TOP > 베스트
하루에 울니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=499344&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bWl3UFg%3D,램스울 소재로 정직한 스탠다드 V넥,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000332.gif?1645145474,,19800,,682,"베이지, 그레이",0,TOP > 베스트
델라인 꽈배기니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=496076&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=Zmp3UFk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000602.jpg?1607674031,,26800,,585,"아이보리,크림, 베이지, 그레이",0,TOP > 베스트
[made]레이지 브이넥 니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510793&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bmx3UFo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000092.gif?1717064171,,19800,,6,"아이보리,크림, 연카키",0,TOP > 베스트
디로즈 브이넥 니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509995&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bmt6W11D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000622.gif?1709637305,,19800,,0,"아이보리,크림, 그린, 네이비, 브라운, 블랙",0,TOP > 베스트
펠런 단가라 니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512603&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bm1%2FW11M,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002342.jpg?1744881588,33000,28100,15,0,"아이보리,크림, 네이비, 그레이",0,TOP > 베스트
드랑 브이넥 니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512396&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bmt0W11N,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002252.gif?1742466535,,24800,,1,"아이보리,크림, 베이지, 블랙",0,TOP > 베스트
페스토 브이 울 니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512206&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bmx3U1w%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002192.gif?1737700130,,19800,,21,"베이지, 그레이",0,TOP > 베스트
컬러링 보카시 울 니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511287&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bm56W15F,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080001982.gif?1725011110,,22000,,11,,0,TOP > 베스트
[made]메리트 셔츠니트베스트세트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508029&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=a2x3U14%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000122.gif?1695601055,39800,29800,25,7,"그레이, 블랙",0,TOP > 베스트
킨포드 브이넥 니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512574&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=Zmh3U18%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002322.gif?1744620602,,24000,,0,"아이보리,크림, 베이지, 연두, 네이비",0,TOP > 베스트
포튼 오버핏 브이넥 니트 베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511838&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bGh3U1g%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002142.gif?1731642011,,19800,,1,"데님연청2, 블랙, 아이보리,크림",0,TOP > 베스트
코노아 바이오워싱 단추 린넨베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510457&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=amp3U1k%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080001152.gif?1713776621,,75000,,0,"브라운, 챠콜",0,TOP > 베스트
양두 골드단추 포켓 니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509982&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bml7W15C,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000892.gif?1709542052,,38000,,3,"베이지, 블랙",0,TOP > 베스트
로핀 꽈배기 브이넥 니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509916&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bmp4W15D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000662.gif?1708934863,,19800,,2,"연베이지, 블루, 네이비",0,TOP > 베스트
조이 세일러 니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509855&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bml5W15M,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080001102.gif?1708331597,,28800,,3,"아이보리,크림, 네이비",0,TOP > 베스트
[made]프렌치모어 꽈배기니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508423&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=Zm93U1U%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000232.gif?1697675717,14800,9800,34,4,"아이보리,크림, 핑크, 브라운, 블랙",0,TOP > 베스트
온디드 레이어드셔츠니트베스트세트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508305&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bmt0W19E,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080001002.gif?1695372087,24800,19800,20,2,"레드, 브라운, 블랙",0,TOP > 베스트
[made]얼리버드 언발브이넥오버핏니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508228&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=Z2V%2BUA%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000182.gif?1695341542,27800,19500,30,7,"아이보리,크림, 블랙",0,TOP > 베스트
[made]쿠린 배색브이넥니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508115&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bWt3Ul4%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000212.gif?1694476808,,24000,,43,"그레이, 블랙",0,TOP > 베스트
헤브던 브이넥니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507138&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bm97W19H,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080001822.gif?1681380666,,24000,,1,"아이보리,크림, 옐로우, 연퍼플, 블랙",0,TOP > 베스트
오든 헤링본니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506497&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=aWt3Ulg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000982.gif?1674118091,,26800,,2,"아이보리,크림, 인디핑크, 연두, 네이비",0,TOP > 베스트
네르크롭 후드니트베스트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506446&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bmp9W19B,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000472.gif?1673571812,,26000,,1,"베이지, 민트, 블랙",0,TOP > 베스트
[SET10%]하루에 울니트 베스트+레미츠 셔츠,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=499388&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=aml3Ulo%3D,세트업 스페셜 특가! 10%할인,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080000272.gif?1607421748,39600,35600,10,61,"아이보리,크림, 베이지, 소라, 연퍼플, 인디핑크, 옐로우, 카키, 그레이, 네이비, 블랙",0,TOP > 베스트
발밧 짜임 단추 니트 조끼,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512526&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=bml8W19D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002302.gif?1743753470,,,,0,"아이보리,크림, 베이지, 브라운, 그린",0,TOP > 베스트
유엔 단추 트임 니트 뷔스티에,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512449&xcode=001&mcode=008&scode=&type=X&sort=manual&cur_code=001008&search=&GfDT=amp3UlQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010080002272.jpg?1742805896,,,,1,"아이보리,크림, 브라운, 그레이, 블랙",0,TOP > 베스트
